post_id,video_duration_min,avg_view_duration_sec,avg_view_percentage,subscribers_gained,ctr_percentage,impressions,likes,comments,shares,engagement_rate,estimated_views,traffic_source,content_category,viral_actual,viral_predicted,viral_probability,Feature_Name,Importance_Value,Model_Metric_Name,Model_Metric_Value
YT0000173,39.28,1978,83.93,380,12.84,1614094,3473,2961,855,0.0045,207250,Search,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000174,20.64,1212,97.87,444,24.6,601070,15309,3227,2353,0.0348,147863,Channel Page,News,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000175,35.92,1394,64.68,530,1.99,882463,97428,5301,742,0.1173,17561,Browse,Gaming,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000176,29.29,1201,68.34,158,25.51,1931046,84825,7872,989,0.0485,492610,Browse,Tech,1,0,0.05,Not Applied,0.0,Not Applied,0.0
YT0000177,56.87,677,19.84,526,8.63,1890124,93060,3773,2426,0.0525,163118,Channel Page,News,0,0,0.47,Not Applied,0.0,Not Applied,0.0
YT0000178,30.46,1578,86.34,615,26.15,674144,11067,261,1094,0.0184,176289,Search,Education,0,0,0.1,Not Applied,0.0,Not Applied,0.0
YT0000179,7.31,325,74.1,449,0.47,1888245,97346,7863,925,0.0562,8875,Channel Page,Vlog,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0000180,46.13,556,20.09,47,5.51,1487445,61716,3355,404,0.044,81958,Shorts Feed,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000181,8.49,432,84.81,464,25.65,159486,52692,982,2450,0.3519,40908,Search,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000182,4.85,221,75.95,612,0.99,1630056,77008,965,794,0.0483,16138,Shorts Feed,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000183,56.07,1572,46.73,339,18.89,683827,71553,7880,2872,0.1204,129175,Channel Page,Gaming,0,0,0.19,Not Applied,0.0,Not Applied,0.0
YT0000184,22.65,1095,80.57,311,25.08,214818,27732,6438,595,0.1618,53876,Playlist,Comedy,0,0,0.07,Not Applied,0.0,Not Applied,0.0
YT0000185,50.68,2290,75.31,342,13.71,910060,99583,2076,1659,0.1135,124769,External,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000186,16.84,710,70.27,179,26.01,810857,69588,2500,191,0.0891,210904,Channel Page,Music,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0000187,57.83,3144,90.61,479,8.38,318630,99383,184,1621,0.3176,26701,Playlist,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000188,13.76,710,86.0,518,6.4,1470991,42136,4470,2287,0.0332,94143,Channel Page,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000189,45.27,1277,47.01,41,6.23,1748173,37953,333,877,0.0224,108911,Suggested,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000190,58.1,2031,58.26,595,19.17,935591,17835,7402,957,0.028,179353,Notifications,Music,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0000191,16.59,927,93.13,16,0.33,369459,76497,3831,2680,0.2247,1219,Playlist,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000192,37.8,875,38.58,374,11.3,257269,46851,456,500,0.1858,29071,Channel Page,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000193,45.59,919,33.6,404,4.56,1129711,49632,5826,1083,0.05,51515,Channel Page,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000194,2.15,43,33.33,402,1.95,1701220,37523,3406,794,0.0245,33174,Suggested,Vlog,0,0,0.15,Not Applied,0.0,Not Applied,0.0
YT0000195,31.27,1552,82.72,33,6.61,1993371,93441,5786,16,0.0498,131762,Playlist,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000196,11.81,430,60.68,139,15.29,1351510,7747,2014,356,0.0075,206646,Shorts Feed,Gaming,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000197,43.07,151,5.84,690,15.8,161554,25622,738,508,0.1663,25526,Channel Page,News,0,0,0.05,Not Applied,0.0,Not Applied,0.0
YT0000198,9.59,487,84.64,355,10.05,1226533,48175,6506,2561,0.0467,123267,Shorts Feed,Sports,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000199,50.65,875,28.79,90,7.0,1582459,13467,3192,1025,0.0112,110772,Search,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000200,52.12,1035,33.1,651,3.14,301199,69461,3321,2726,0.2507,9458,Search,News,0,0,0.13,Not Applied,0.0,Not Applied,0.0
YT0000201,50.08,2202,73.28,179,23.77,599648,41113,6403,304,0.0797,142536,External,Gaming,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0000202,48.41,1850,63.69,533,5.72,415992,95252,5873,963,0.2454,23795,External,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000203,15.91,896,93.86,685,20.07,1563716,24236,787,2527,0.0176,313838,Suggested,Comedy,0,0,0.08,Not Applied,0.0,Not Applied,0.0
YT0000204,49.61,1022,34.33,228,16.27,1393999,22034,4013,1725,0.0199,226804,Search,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000205,45.38,56,2.06,492,15.56,147074,88002,3707,832,0.6292,22885,Notifications,Sports,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000206,21.2,119,9.36,79,23.75,1988789,17521,5760,1774,0.0126,472337,Notifications,Music,1,1,0.54,Not Applied,0.0,Not Applied,0.0
YT0000207,29.88,1772,98.84,247,1.75,1988771,48440,1411,1704,0.0259,34803,Channel Page,Sports,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0000208,51.45,1851,59.96,258,14.34,1295004,88715,7859,2639,0.0766,185704,Notifications,Comedy,0,0,0.25,Not Applied,0.0,Not Applied,0.0
YT0000209,24.56,1328,90.12,488,0.88,742717,61778,5995,2128,0.0941,6536,Browse,Vlog,0,0,0.16,Not Applied,0.0,Not Applied,0.0
YT0000210,14.5,458,52.64,157,26.39,1039135,71802,4332,2130,0.0753,274228,Search,Gaming,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0000211,15.46,384,41.4,409,8.48,1274094,32430,2129,2996,0.0295,108043,Channel Page,Reacts,0,0,0.26,Not Applied,0.0,Not Applied,0.0
YT0000212,23.16,1375,98.95,587,26.35,360219,42199,7035,2616,0.1439,94918,Search,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000213,1.54,20,21.65,305,21.75,493087,92238,5322,897,0.1997,107246,Search,Education,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000214,44.24,293,11.04,56,20.45,145581,91649,1542,324,0.6424,29771,Search,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000215,13.0,588,75.38,31,28.88,1859144,88928,1874,746,0.0492,536921,Browse,Sports,1,1,0.64,Not Applied,0.0,Not Applied,0.0
YT0000216,43.84,1656,62.96,184,16.52,1298237,77094,6856,363,0.0649,214469,External,Comedy,0,0,0.06,Not Applied,0.0,Not Applied,0.0
YT0000217,6.12,354,96.41,148,2.66,758676,51151,3668,2225,0.0752,20181,External,Comedy,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000218,38.64,386,16.65,4,2.02,443229,97450,5807,354,0.2338,8953,Search,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000219,53.71,2906,90.18,225,12.33,1418156,162,3302,1683,0.0036,174859,Shorts Feed,Music,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000220,20.54,182,14.77,174,13.89,1747631,66534,1517,1868,0.04,242746,Browse,Music,0,0,0.08,Not Applied,0.0,Not Applied,0.0
YT0000221,15.54,386,41.4,569,17.12,51131,75146,7120,2003,1.6481,8754,Suggested,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000222,11.03,454,68.6,650,18.45,462947,69432,1722,2557,0.1592,85414,Playlist,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000223,23.89,801,55.88,293,7.62,275606,70740,4943,2728,0.2845,21001,Channel Page,Tech,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0000224,4.55,114,41.76,318,10.13,1750069,22341,3078,2217,0.0158,177282,Playlist,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000225,24.94,442,29.54,261,29.75,1267057,42564,3006,2532,0.038,376949,Playlist,Gaming,1,1,0.88,Not Applied,0.0,Not Applied,0.0
YT0000226,2.68,27,16.79,685,7.11,631696,53643,3781,1154,0.0927,44914,Shorts Feed,News,0,0,0.05,Not Applied,0.0,Not Applied,0.0
YT0000227,1.88,52,46.1,183,26.17,1378735,79000,2341,2529,0.0608,360815,Suggested,Vlog,1,1,0.64,Not Applied,0.0,Not Applied,0.0
YT0000228,13.15,689,87.33,267,23.18,273036,41344,5640,2668,0.1819,63290,External,Gaming,0,0,0.10448017771701983,Not Applied,0.0,Not Applied,0.0
YT0000229,7.5,390,86.67,468,8.7,121076,21219,1885,1588,0.2039,10534,Browse,News,0,0,0.15,Not Applied,0.0,Not Applied,0.0
YT0000230,42.91,1161,45.09,126,27.9,1549866,42162,1562,2451,0.0298,432413,External,Vlog,1,1,0.58,Not Applied,0.0,Not Applied,0.0
YT0000231,33.36,122,6.1,449,14.67,1972763,57395,1343,774,0.0302,289404,Channel Page,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000232,4.2,115,45.63,49,6.1,579670,32306,7121,1275,0.0702,35360,External,News,0,0,0.08,Not Applied,0.0,Not Applied,0.0
YT0000233,44.32,2430,91.38,616,1.43,1233615,30792,2010,2354,0.0285,17641,Browse,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000234,33.94,409,20.08,374,18.6,279597,57298,3278,874,0.2198,52005,Playlist,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000235,50.51,2556,84.34,555,10.85,1278751,33800,6326,726,0.0319,138744,Search,Comedy,0,0,0.04,Not Applied,0.0,Not Applied,0.0
YT0000236,20.58,792,64.14,185,21.0,1581541,75195,2975,1959,0.0507,332124,Search,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000237,8.64,353,68.09,539,4.81,612259,13357,3080,677,0.028,29450,Notifications,Comedy,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0000238,37.77,2038,89.93,335,1.84,1195083,64860,7753,2454,0.0628,21990,Playlist,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000239,39.0,53,2.26,623,29.22,1409872,7491,6490,862,0.0105,411965,Shorts Feed,Reacts,1,1,0.69,Not Applied,0.0,Not Applied,0.0
YT0000240,39.56,1800,75.83,655,7.66,189560,44235,6135,450,0.2681,14520,Playlist,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000241,22.39,38,2.83,371,7.34,1119480,63813,4037,379,0.0609,82170,External,Tech,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000242,44.98,257,9.52,553,0.12,805066,68296,4181,1678,0.0921,966,Playlist,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000243,12.18,403,55.15,134,13.7,809561,14958,5586,2077,0.0279,110910,Channel Page,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000244,5.04,204,67.46,454,21.26,1659345,5585,1225,1687,0.0051,352777,Browse,Vlog,1,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000245,31.67,701,36.89,395,10.69,1004931,23741,6678,132,0.0304,107427,Shorts Feed,Gaming,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000246,41.47,821,33.0,279,11.64,1821441,92986,1757,2355,0.0533,212016,Shorts Feed,Vlog,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000247,5.59,21,6.26,573,0.13,556547,25729,2623,479,0.0518,724,Browse,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000248,49.09,1699,57.68,96,10.42,979386,18770,4046,2669,0.026,102052,Notifications,Education,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0000249,21.95,938,71.22,570,2.22,24356,48441,568,1136,2.0588,541,Playlist,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000250,17.68,869,81.92,481,6.3,816868,1177,1316,163,0.0033,51463,Browse,News,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0000251,13.91,418,50.08,116,26.44,778986,40043,1306,1511,0.055,205964,Suggested,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000252,48.89,2840,96.82,372,27.55,1081954,17401,5195,386,0.0212,298078,Playlist,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000253,18.66,28,2.5,449,22.36,478157,81003,5231,1549,0.1836,106916,Search,Music,0,0,0.08,Not Applied,0.0,Not Applied,0.0
YT0000254,42.06,102,4.04,284,28.91,1219198,51489,725,1986,0.0445,352470,Browse,Gaming,1,0,0.06,Not Applied,0.0,Not Applied,0.0
YT0000255,8.05,202,41.82,81,8.47,678053,72496,922,984,0.1097,57431,External,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000256,6.8,340,83.33,120,27.89,1812923,41941,6067,677,0.0269,505624,External,Music,1,1,0.51,Not Applied,0.0,Not Applied,0.0
YT0000257,48.07,1786,61.92,70,9.39,1231692,73077,2911,1626,0.063,115656,Channel Page,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000258,43.66,1638,62.53,474,6.5,1492438,87893,3250,1859,0.0623,97008,Browse,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000259,49.4,2135,72.03,123,19.01,552428,95529,3455,952,0.1809,105017,Browse,Tech,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000260,55.14,3200,96.72,425,14.26,1126164,75233,4645,1382,0.0722,160591,Shorts Feed,Tech,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000261,55.17,930,28.09,305,2.82,127806,4166,7408,2050,0.1066,3604,Suggested,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000262,11.79,113,15.97,97,26.84,948268,78050,5686,306,0.0886,254515,Notifications,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000263,29.07,279,16.0,114,19.59,577634,8897,5803,2841,0.0304,113159,Channel Page,Tech,0,0,0.04,Not Applied,0.0,Not Applied,0.0
YT0000264,28.83,880,50.87,40,10.01,383770,5548,7492,675,0.0357,38415,Channel Page,News,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0000265,40.3,442,18.28,45,7.17,1963427,6649,1076,2687,0.0053,140778,Playlist,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000266,26.46,1029,64.81,579,9.14,1735646,33441,3838,1422,0.0223,158638,Playlist,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000267,22.39,457,34.02,661,17.79,155668,84541,4620,728,0.5774,27693,Browse,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000268,32.37,483,24.87,401,21.59,1880135,28498,7017,2877,0.0204,405921,Suggested,Gaming,1,1,0.71,Not Applied,0.0,Not Applied,0.0
YT0000269,40.76,957,39.13,118,27.27,1473480,75886,4202,642,0.0548,401818,Suggested,Education,1,1,0.6,Not Applied,0.0,Not Applied,0.0
YT0000270,26.34,711,44.99,172,18.48,1244296,57240,4212,2759,0.0516,229946,Search,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000271,19.91,681,57.01,696,4.59,338958,49466,6347,341,0.1657,15558,Browse,Vlog,0,0,0.06,Not Applied,0.0,Not Applied,0.0
YT0000272,35.49,2002,94.02,407,29.58,1157204,44935,4681,391,0.0432,342301,Suggested,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000273,41.29,383,15.46,263,12.81,1834685,11496,6455,506,0.0101,235023,Suggested,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000274,39.96,645,26.9,586,17.81,305569,84467,4486,1467,0.2959,54422,Search,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000275,57.91,3130,90.08,298,18.03,1907358,21355,3190,113,0.0129,343897,Search,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000276,1.53,11,11.98,558,21.19,1777900,48402,7488,570,0.0318,376737,Suggested,Tech,1,1,0.65,Not Applied,0.0,Not Applied,0.0
YT0000277,7.2,248,57.41,521,27.28,1838171,63296,4426,1769,0.0378,501453,Search,Music,1,1,0.65,Not Applied,0.0,Not Applied,0.0
YT0000278,19.01,647,56.72,288,20.05,811381,80682,2894,1574,0.1049,162682,Suggested,Comedy,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000279,12.05,40,5.53,582,23.72,1070718,96712,6593,1902,0.0983,253974,Playlist,Education,0,0,0.31,Not Applied,0.0,Not Applied,0.0
YT0000280,47.42,1027,36.1,511,12.76,181613,41898,7035,2875,0.2853,23174,Suggested,News,0,0,0.09,Not Applied,0.0,Not Applied,0.0
YT0000281,27.41,81,4.93,427,13.69,706369,79617,2238,2133,0.1189,96702,Suggested,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000282,26.23,53,3.37,315,23.33,1255606,48852,838,2040,0.0412,292933,Playlist,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000283,34.88,762,36.41,60,4.79,1179392,54915,7194,686,0.0532,56493,External,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000284,28.58,876,51.08,4,28.79,492989,37885,7601,1519,0.0953,141932,Channel Page,Gaming,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0000285,59.53,2544,71.22,116,5.18,354210,75330,2828,521,0.2221,18348,Suggested,Vlog,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0000286,33.82,765,37.7,112,17.03,1155147,56525,1408,1980,0.0519,196722,Browse,Education,0,0,0.11,Not Applied,0.0,Not Applied,0.0
YT0000287,56.12,1130,33.56,442,29.14,603245,21015,3614,599,0.0418,175786,Shorts Feed,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000288,4.02,88,36.48,386,25.42,1969012,99551,3743,355,0.0526,500523,External,Gaming,1,1,0.59,Not Applied,0.0,Not Applied,0.0
YT0000289,53.82,1777,55.03,317,6.17,1260323,63492,1444,25,0.0515,77762,Shorts Feed,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000290,7.98,79,16.5,424,0.28,1562357,33538,3404,1162,0.0244,4375,Notifications,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000291,12.02,525,72.8,231,12.54,1786031,30665,5178,607,0.0204,223968,Search,Comedy,0,0,0.16,Not Applied,0.0,Not Applied,0.0
YT0000292,35.56,180,8.44,250,4.79,922546,3668,167,857,0.0051,44190,External,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000293,8.74,136,25.93,255,18.99,1627289,57942,2694,2310,0.0387,309022,Suggested,Music,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000294,4.24,83,32.63,663,16.2,705883,88596,3186,1589,0.1323,114353,Shorts Feed,News,0,0,0.18,Not Applied,0.0,Not Applied,0.0
YT0000295,11.9,529,74.09,549,22.01,399375,79616,2511,2146,0.211,87902,Notifications,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000296,16.59,819,82.28,405,23.73,1039145,68138,4505,1189,0.0711,246589,External,Reacts,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0000297,3.42,46,22.42,598,17.15,318211,75153,513,777,0.2402,54573,Playlist,Tech,0,0,0.14,Not Applied,0.0,Not Applied,0.0
YT0000298,4.58,57,20.74,466,27.88,892832,62562,1983,1650,0.0741,248922,Channel Page,Sports,0,0,0.07,Not Applied,0.0,Not Applied,0.0
YT0000299,42.77,639,24.9,418,13.49,1193600,12576,3774,1814,0.0152,161017,Suggested,Reacts,0,0,0.04,Not Applied,0.0,Not Applied,0.0
YT0000300,57.22,2266,66.0,657,21.84,56252,57477,171,862,1.0401,12285,External,Reacts,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0000301,43.74,1056,40.24,168,16.18,1117089,86563,5469,594,0.0829,180745,Browse,Gaming,0,0,0.15,Not Applied,0.0,Not Applied,0.0
YT0000302,34.87,1010,48.27,554,22.04,1680734,72455,3275,1767,0.0461,370434,Suggested,News,1,1,0.7,Not Applied,0.0,Not Applied,0.0
YT0000303,19.0,44,3.86,43,0.71,967390,57809,3802,33,0.0637,6868,Browse,Gaming,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000304,27.94,109,6.5,306,14.59,955466,69719,6851,780,0.081,139402,External,Comedy,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000305,32.85,1169,59.31,319,18.95,198795,54398,5225,480,0.3023,37672,Search,Tech,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000306,24.39,648,44.28,25,28.62,1384416,26462,3165,1760,0.0227,396220,Suggested,Sports,1,1,0.55,Not Applied,0.0,Not Applied,0.0
YT0000307,45.14,1808,66.76,276,20.43,1856505,4176,5545,366,0.0054,379284,Playlist,Sports,1,1,0.66,Not Applied,0.0,Not Applied,0.0
YT0000308,30.75,625,33.88,208,25.7,419840,81505,3287,2325,0.2075,107899,External,Music,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000309,36.84,158,7.15,97,26.55,279427,48102,1114,769,0.1789,74188,External,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000310,47.5,635,22.28,373,18.27,701299,77881,2831,1127,0.1167,128127,Search,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000311,50.41,2273,75.15,534,13.82,1838285,78520,4530,43,0.0452,254051,Channel Page,News,0,0,0.17,Not Applied,0.0,Not Applied,0.0
YT0000312,33.3,1621,81.13,185,20.23,97806,8374,1530,1873,0.1204,19786,Channel Page,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000313,5.59,234,69.77,165,20.29,1197348,8622,3566,167,0.0103,242942,Notifications,Comedy,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0000314,26.1,351,22.41,448,17.24,790687,84764,3713,2437,0.115,136314,Playlist,Vlog,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000315,37.54,1984,88.08,307,21.94,1768783,13232,5236,1208,0.0111,388071,Suggested,Vlog,1,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000316,23.6,981,69.28,248,15.16,1093375,97176,6628,2648,0.0974,165756,Shorts Feed,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000317,45.25,2641,97.27,11,20.98,1095238,30404,7382,887,0.0353,229781,Browse,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000318,6.17,215,58.08,536,16.91,543832,4014,539,234,0.0088,91962,Browse,Music,0,0,0.05,Not Applied,0.0,Not Applied,0.0
YT0000319,8.19,168,34.19,324,10.86,891365,6498,985,2545,0.0113,96802,Search,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000320,46.12,69,2.49,84,22.69,676613,74774,829,1553,0.114,153523,Browse,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000321,48.78,979,33.45,153,5.55,812661,67701,498,556,0.0846,45103,Channel Page,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000322,32.93,1275,64.53,275,27.55,1736851,80226,7459,1728,0.0515,478502,Search,Sports,1,1,0.67,Not Applied,0.0,Not Applied,0.0
YT0000323,10.3,401,64.89,627,5.17,902210,69144,6659,847,0.085,46644,Suggested,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000324,33.11,339,17.06,75,4.8,1998840,76038,3634,1599,0.0407,95944,Notifications,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000325,31.14,936,50.1,630,3.6,1686514,89712,7580,388,0.0579,60715,Shorts Feed,Comedy,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0000326,30.64,1533,83.39,654,11.68,1751044,80768,7297,1563,0.0512,204522,Search,Tech,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0000327,17.92,897,83.43,51,17.7,687614,71877,1303,32,0.1065,121708,External,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000328,13.36,31,3.87,189,9.92,362227,52399,5182,2069,0.1647,35933,Playlist,Gaming,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0000329,49.36,1765,59.6,678,11.36,880256,22930,5718,650,0.0333,99997,Suggested,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000330,30.75,1278,69.27,219,18.65,913810,57429,6795,1418,0.0718,170426,Channel Page,Tech,0,0,0.22,Not Applied,0.0,Not Applied,0.0
YT0000331,25.28,777,51.23,223,27.72,1086530,51686,188,1526,0.0491,301186,Browse,Tech,0,0,0.04,Not Applied,0.0,Not Applied,0.0
YT0000332,34.18,292,14.24,355,2.13,1027186,30319,2368,1098,0.0329,21879,Notifications,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000333,51.97,2739,87.84,671,18.86,1689235,53734,1818,1546,0.0338,318590,Channel Page,Gaming,0,0,0.09,Not Applied,0.0,Not Applied,0.0
YT0000334,23.35,1374,98.07,645,19.67,107039,78836,7698,1149,0.8192,21055,Search,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000335,28.67,463,26.92,541,25.93,1847327,65176,7603,731,0.0398,479012,Browse,Education,1,1,0.64,Not Applied,0.0,Not Applied,0.0
YT0000336,32.36,1647,84.83,491,12.59,722804,57541,2967,1791,0.0862,91001,Browse,Education,0,0,0.28,Not Applied,0.0,Not Applied,0.0
YT0000337,42.84,2385,92.79,687,22.92,412332,64002,1925,2635,0.1663,94506,External,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000338,59.87,565,15.73,564,27.88,790768,90590,1421,2805,0.1199,220466,External,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000339,12.15,528,72.43,177,6.92,1110500,71361,2389,1131,0.0674,76847,External,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000340,2.52,137,90.61,475,24.46,1442412,21626,6094,1143,0.02,352814,Browse,Vlog,1,1,0.58,Not Applied,0.0,Not Applied,0.0
YT0000341,56.82,91,2.67,53,2.98,640829,82872,7078,1657,0.143,19097,External,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000342,24.87,1162,77.87,94,3.9,1114420,35084,4365,2124,0.0373,43462,Shorts Feed,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000343,22.61,224,16.51,543,8.7,1497967,2562,4653,1180,0.0056,130323,Notifications,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000344,38.37,2065,89.7,673,27.9,1010005,95082,5128,1325,0.1005,281791,Browse,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0000345,22.78,792,57.95,218,21.83,879861,38912,163,1754,0.0464,192074,Browse,Reacts,0,0,0.09,Not Applied,0.0,Not Applied,0.0
